,orig_index,Datetime,Tweet Id,Text,Username,tweet_len,tweet_num,score,magnitude,google_language,google_entities,google_categories
681,4681,2018-02-03 22:30:03+00:00,9.599169234830254e+17,"Citigroup, JPMorgan Chase and Bank of America plan to ban purchases of bitcoin with credit cards issued by them ",WSJ,112,681.0,-0.1000000014901161,0.1000000014901161,en,"ORGANIZATION,OTHER",/Finance/Banking
682,4682,2018-02-03 10:12:29+00:00,9.597313098946232e+17,A Bitcoin conference rented a Miami strip club—and regretted it ,business,64,682.0,-0.800000011920929,0.800000011920929,en,"OTHER,LOCATION,EVENT",
683,4683,2018-02-03 09:19:17+00:00,9.597179193023448e+17,"Bitcoin fosters a global community, at least among young men ",business,61,683.0,0.4000000059604645,0.4000000059604645,en,"PERSON,OTHER",
684,4684,2018-02-03 06:47:47+00:00,9.596797929488832e+17,Could the recent run up in the price of Bitcoin have been propped up by one big player? Investors are increasingly worried about the possibility. ,nytimes,146,684.0,-0.5,1.100000023841858,en,"NUMBER,PERSON,OTHER,EVENT",/Finance/Investing/Currencies & Foreign Exchange
685,4685,2018-02-03 04:42:47+00:00,9.596483355724224e+17,Bitcoin's sharp swings illustrate how it remains highly illiquid - and volatile ,WSJ,80,685.0,0.699999988079071,0.699999988079071,en,"OTHER,EVENT",
686,4686,2018-02-02 23:27:15+00:00,9.595689303261102e+17,Hedge funds are wagering that Bitcoin’s free-fall will keep going ,business,66,686.0,0.3000000119209289,0.3000000119209289,en,"OTHER,EVENT",
687,4687,2018-02-02 23:00:56+00:00,9.59562308954542e+17,"Bitcoin fosters a global community, at least among young men ",business,61,687.0,0.4000000059604645,0.4000000059604645,en,"PERSON,OTHER",
688,4688,2018-02-02 18:15:07+00:00,9.594903771022991e+17,Iced tea company kills plan to buy bitcoin mining rigs ,CNN,55,688.0,-0.699999988079071,0.699999988079071,en,OTHER,
689,4689,2018-02-02 17:45:08+00:00,9.594828335417466e+17,"Merryn Somerset Webb: Forget bitcoin, give me old-fashioned gold as an inflation hedge ",FinancialTimes,87,689.0,0.0,0.0,en,"PERSON,OTHER",
690,4690,2018-02-02 17:30:04+00:00,9.594790408675572e+17,"'From bitcoin to drones, tech start-ups are constantly creating business models which fail to map to existing legislation ... but regulators should find ways for innovation to flourish if consumers want it' ",FinancialTimes,207,690.0,-0.6000000238418579,1.2999999523162842,en,"WORK_OF_ART,CONSUMER_GOOD,PERSON,ORGANIZATION,OTHER",/Finance/Investing
691,4691,2018-02-02 16:28:12+00:00,9.594634738927904e+17,Bitcoin's 60% fall from a high of is the cryptocurrency's third biggest drop over the past five years ,WSJ,102,691.0,-0.6000000238418579,0.6000000238418579,en,"NUMBER,OTHER,EVENT",/Finance/Investing/Currencies & Foreign Exchange
692,4692,2018-02-02 13:28:54+00:00,9.594183511383368e+17,Roubini says Bitcoin is the 'biggest bubble in human history' ,business,62,692.0,0.0,0.0,en,"PERSON,OTHER",
693,4693,2018-02-02 12:40:08+00:00,9.594060789780684e+17,Bitcoin plunged below Are you bailing out? ,WSJ,43,693.0,-0.5,0.5,en,OTHER,
694,4694,2018-02-02 10:45:06+00:00,9.593771306887946e+17,"After a plunging on Friday, Bitcoin has now lost 40% of its value this year — and it’s only February 2 ",FinancialTimes,103,694.0,-0.699999988079071,0.699999988079071,en,"NUMBER,DATE,OTHER,EVENT",/Finance/Investing/Currencies & Foreign Exchange
695,4695,2018-02-02 09:00:10+00:00,9.593507220002776e+17,"Merryn Somerset Webb: Forget bitcoin, give me old-fashioned gold as an inflation hedge ",FinancialTimes,87,695.0,0.0,0.0,en,"PERSON,OTHER",
696,4696,2018-02-02 08:53:05+00:00,9.593489379488768e+17,Now bitcoin's fallen below ,business,27,696.0,-0.3000000119209289,0.3000000119209289,en,OTHER,
697,4697,2018-02-02 05:57:03+00:00,9.593046402222816e+17,What's going on with the price of bitcoin? ,business,43,697.0,-0.2000000029802322,0.2000000029802322,en,OTHER,
698,4698,2018-02-02 04:03:05+00:00,9.59275959663956e+17,Could the recent run up in the price of Bitcoin have been propped up by one big player? Investors are increasingly worried about the possibility. ,nytimes,146,698.0,-0.5,1.100000023841858,en,"NUMBER,PERSON,OTHER,EVENT",/Finance/Investing/Currencies & Foreign Exchange
699,4699,2018-02-02 03:35:50+00:00,9.592691017294438e+17,Bitcoin's brutal week is even worse in South Korea ,business,51,699.0,-0.800000011920929,0.800000011920929,en,"OTHER,LOCATION",
700,4700,2018-02-02 03:20:32+00:00,9.592652489298328e+17,Bitcoin hits a 2018 low as concerns mount on regulation and viability ,business,70,700.0,-0.1000000014901161,0.1000000014901161,en,"NUMBER,DATE,OTHER",
701,4701,2018-02-01 23:43:19+00:00,9.59210585543053e+17,-Bitcoin suffers its worst month on record -Alibaba buys into Ant Financial and Indian groceries -The rout in Treasuries picks up steam Get caught up on what's moving markets in Asia ,business,183,701.0,-0.5,0.5,en,"ORGANIZATION,OTHER,CONSUMER_GOOD,LOCATION","/Business & Industrial,/Finance/Investing/Currencies & Foreign Exchange"
702,4702,2018-02-01 23:11:23+00:00,9.592025500451264e+17,CME takes cautious stance toward crypto-futures besides Bitcoin ,business,64,702.0,0.6000000238418579,0.6000000238418579,en,"ORGANIZATION,OTHER",
703,4703,2018-02-01 20:32:03+00:00,9.591624518445834e+17,Bitcoin's market value fell by more in January than Ford's entire market capitalization ,business,88,703.0,-0.5,0.5,en,"ORGANIZATION,OTHER",
704,4704,2018-02-01 20:20:12+00:00,9.591594694134048e+17,Bitcoin plunges 13% and falls below ; it's lost more than half its value since mid-December ,CNN,92,704.0,-0.800000011920929,0.800000011920929,en,"NUMBER,OTHER",
705,4705,2018-02-01 16:40:49+00:00,9.591042590935612e+17,Bitcoin slumped to its low for the year after seeing more than billion in market value lost during January ,business,107,705.0,-0.5,0.5,en,OTHER,
706,4706,2018-02-01 15:35:25+00:00,9.590878004182671e+17,A Bitcoin conference rented a Miami strip club—and regretted it ,business,64,706.0,-0.800000011920929,0.800000011920929,en,"OTHER,LOCATION,EVENT",
707,4707,2018-02-01 14:02:15+00:00,9.590643565070624e+17,Opening Bell: Oil Gains; USD Steadies; Bitcoin Falls Below - ,Investingcom,61,707.0,-0.2000000029802322,0.2000000029802322,en,"OTHER,EVENT",
708,4708,2018-02-01 13:44:02+00:00,9.590597725983416e+17,Bitcoin's getting blasted ,business,26,708.0,-0.4000000059604645,0.4000000059604645,en,OTHER,
709,4709,2018-02-01 13:20:49+00:00,9.590539299538575e+17,Bitcoin's market value fell by more in January than Ford's entire market capitalization ,business,88,709.0,-0.5,0.5,en,"ORGANIZATION,OTHER",
710,4710,2018-02-01 12:48:11+00:00,9.59045715078144e+17,Bitcoin's market value fell by more in January than Ford's entire market capitalization ,business,88,710.0,-0.5,0.5,en,"ORGANIZATION,OTHER",
711,4711,2018-02-01 12:34:57+00:00,9.590423848720712e+17,Bitcoin's big wipeout erased billion of value in January ,business,57,711.0,-0.5,0.5,en,OTHER,
712,4712,2018-02-01 12:10:07+00:00,9.590361347760372e+17,New Delhi says it will take 'all measures' to eliminate the use of crypto assets such as bitcoin in 'financing illegitimate activities' in India ,FinancialTimes,145,712.0,-0.3000000119209289,0.3000000119209289,en,"OTHER,LOCATION",
713,4713,2018-02-01 11:49:09+00:00,9.590308574566072e+17,A Bitcoin conference rented a Miami strip club—and regretted it ,business,64,713.0,-0.800000011920929,0.800000011920929,en,"OTHER,LOCATION,EVENT",
714,4714,2018-02-01 11:29:39+00:00,9.59025951609942e+17,Bitcoin loses billion in value in worst monthly decline ever. - ,Investingcom,64,714.0,-0.4000000059604645,0.800000011920929,en,OTHER,
715,4715,2018-02-01 08:28:34+00:00,9.589803807737978e+17,Bitcoin's market value fell by more in January than Ford's entire market capitalization ,business,88,715.0,-0.5,0.5,en,"ORGANIZATION,OTHER",
716,4716,2018-02-01 07:06:29+00:00,9.589597247702671e+17,Facebook said that it would ban all ads for Bitcoin and other cryptocurrencies ,nytimes,79,716.0,-0.5,0.5,en,"WORK_OF_ART,OTHER",
717,4717,2018-02-01 06:02:01+00:00,9.589434987613184e+17,Bitcoin's big wipeout erased billion of value in January ,business,57,717.0,-0.5,0.5,en,OTHER,
718,4718,2018-02-01 02:56:54+00:00,9.588969133147054e+17,Bitcoin's big wipeout erased billion of value in January ,business,57,718.0,-0.5,0.5,en,OTHER,
719,4719,2018-02-01 02:12:08+00:00,9.588856501362072e+17,Square rolls out Bitcoin trading to almost all cash app users ,business,62,719.0,-0.2000000029802322,0.2000000029802322,en,"ORGANIZATION,OTHER,PERSON",
720,4720,2018-02-01 01:10:06+00:00,9.588700391003464e+17,A guide for beginners on what terms to use when talking bitcoin ,WSJ,64,720.0,0.0,0.0,en,"WORK_OF_ART,PERSON,OTHER",
721,4721,2018-01-31 23:36:03+00:00,9.588463676397036e+17,Goldman Sachs felt rushed by the quick roll out of Bitcoin futures ,business,67,721.0,-0.4000000059604645,0.4000000059604645,en,"ORGANIZATION,OTHER,CONSUMER_GOOD",
722,4722,2018-01-31 21:40:09+00:00,9.5881720045389e+17,"After a biotech pivoted to bitcoin and its shares rose over five-fold, a large investor sold most of his stake. “When stock goes up, you take a profit ",WSJ,151,722.0,0.0,0.699999988079071,en,"NUMBER,PERSON,OTHER",/Finance/Investing/Currencies & Foreign Exchange
723,4723,2018-01-31 21:12:39+00:00,9.588102818236538e+17,Square rolls out Bitcoin trading to almost all cash app users ,business,62,723.0,-0.2000000029802322,0.2000000029802322,en,"ORGANIZATION,OTHER,PERSON",
724,4724,2018-01-31 20:05:06+00:00,9.587932808415354e+17,"CFTC revisits its approval process in wake of bitcoin futures launch, but Congress is unlikely to act ",WSJ,102,724.0,-0.5,0.5,en,"ORGANIZATION,OTHER,EVENT",
725,4725,2018-01-31 14:30:14+00:00,9.587090100011663e+17,Investor who spurred a biotech firm’s pivot to bitcoin sells big stake ,WSJ,71,725.0,0.1000000014901161,0.1000000014901161,en,"PERSON,ORGANIZATION,OTHER",
726,4726,2018-01-31 13:50:07+00:00,9.586989143450868e+17,Facebook said that it would ban all ads for Bitcoin and other cryptocurrencies ,nytimes,79,726.0,-0.5,0.5,en,"WORK_OF_ART,OTHER",
727,4727,2018-01-31 12:30:06+00:00,9.586787774454088e+17,"Bitcoin has plunged some 30% in January, as global regulators clamp down ",WSJ,73,727.0,-0.3000000119209289,0.3000000119209289,en,"NUMBER,ORGANIZATION,OTHER",
728,4728,2018-01-31 12:10:08+00:00,9.586737536801056e+17,Bitcoin futures prompt agency to review how it approves new derivatives ,WSJ,72,728.0,0.1000000014901161,0.1000000014901161,en,"ORGANIZATION,OTHER",
729,4729,2018-01-31 11:50:05+00:00,9.586687083434392e+17,Not so cryptic: Deciphering the slang behind bitcoin culture ,WSJ,61,729.0,-0.3000000119209289,0.3000000119209289,en,OTHER,
730,4730,2018-01-31 11:06:24+00:00,9.586577131012628e+17,"Bitcoin is the new gold for those who think currencies are doomed, says via ",business,76,730.0,-0.1000000014901161,0.1000000014901161,en,OTHER,
731,4731,2018-01-31 09:28:42+00:00,9.586331253488148e+17,Bitcoin is on course for its worst month since February 2014 ,business,61,731.0,-0.800000011920929,0.800000011920929,en,"NUMBER,DATE,OTHER",
732,4732,2018-01-31 09:20:14+00:00,9.586309975951648e+17,A major social network is launching its own bitcoin exchange ,CNN,61,732.0,0.1000000014901161,0.1000000014901161,en,OTHER,
733,4733,2018-01-31 08:30:01+00:00,9.586183596287384e+17,Why has bitcoin been a total dud in 2018? ,WSJ,42,733.0,-0.699999988079071,0.699999988079071,en,"NUMBER,DATE,OTHER",
734,4734,2018-01-31 08:16:05+00:00,9.586148516597472e+17,Facebook said that it would ban all ads for Bitcoin and other cryptocurrencies ,nytimes,79,734.0,-0.5,0.5,en,"WORK_OF_ART,OTHER",
735,4735,2018-01-31 02:38:26+00:00,9.585298803245425e+17,Bitcoin is headed for its worst monthly slide since December 2013 ,business,66,735.0,-0.800000011920929,0.800000011920929,en,"NUMBER,DATE,OTHER",
736,4736,2018-01-31 00:06:05+00:00,9.584915390381998e+17,Here's what bitcoin critics and supporters around the world have to say about crypto ,business,85,736.0,0.0,0.0,en,"PERSON,OTHER,LOCATION",
737,4737,2018-01-30 20:25:09+00:00,9.584359374694644e+17,Facebook is banning all ads for cryptocurrencies like bitcoin and initial coin offerings. ,FinancialTimes,90,737.0,-0.6000000238418579,0.6000000238418579,en,"WORK_OF_ART,OTHER",
738,4738,2018-01-30 15:28:43+00:00,9.583613394366912e+17,What will the price of Bitcoin be by the end of this year?,Investingcom,58,738.0,0.0,0.0,en,OTHER,
739,4739,2018-01-30 06:46:09+00:00,9.582298312750488e+17,"From buying beer with Bitcoin to weighing regulation, Taiwan dips into the cryptocurrency world ",business,96,739.0,0.6000000238418579,0.6000000238418579,en,"OTHER,CONSUMER_GOOD,LOCATION",
740,4740,2018-01-30 05:16:03+00:00,9.58207158902018e+17,Hong Kong investors acquire China's first Bitcoin exchange ,business,59,740.0,0.1000000014901161,0.1000000014901161,en,"ORGANIZATION,PERSON,OTHER,LOCATION",
741,4741,2018-01-29 21:54:10+00:00,9.580959515745116e+17,Making sense of Bitcoin and its wild price ride ,business,48,741.0,-0.3000000119209289,0.3000000119209289,en,OTHER,
742,4742,2018-01-29 15:52:03+00:00,9.580048238818468e+17,"The link between gold, Bitcoin and inflation via ",business,49,742.0,-0.1000000014901161,0.1000000014901161,en,OTHER,
743,4743,2018-01-29 14:47:28+00:00,9.579885708784312e+17,Making sense of bitcoin and its wild price ride ,business,48,743.0,-0.2000000029802322,0.2000000029802322,en,"OTHER,EVENT",
744,4744,2018-01-29 13:45:38+00:00,9.579730110883552e+17,"Isabelle Mateos Y Lago, global chief multi-asset strategist at BlackRock Investment Institute, says Bitcoin isn't investable ""at this stage"" ",business,141,744.0,-0.3000000119209289,0.3000000119209289,en,"ORGANIZATION,PERSON,OTHER",
745,4745,2018-01-29 11:48:47+00:00,9.579436042694616e+17,Making sense of Bitcoin and its wild price ride ,business,48,745.0,-0.3000000119209289,0.3000000119209289,en,OTHER,
746,4746,2018-01-29 07:27:49+00:00,9.5787792984909e+17,"The link between gold, Bitcoin and inflation via ",business,49,746.0,-0.1000000014901161,0.1000000014901161,en,OTHER,
747,4747,2018-01-29 05:07:56+00:00,9.578427265690296e+17,A new Bitcoin trading model is fast approaching via ,business,52,747.0,0.4000000059604645,0.4000000059604645,en,OTHER,
748,4748,2018-01-29 03:49:39+00:00,9.57823025155584e+17,Making sense of Bitcoin and its wild price ride ,business,48,748.0,-0.3000000119209289,0.3000000119209289,en,OTHER,
749,4749,2018-01-29 03:26:03+00:00,9.578170854590833e+17,A mathematical discovery by computer programmers could be the answer to Bitcoin’s power problems ,business,97,749.0,-0.1000000014901161,0.1000000014901161,en,"PERSON,OTHER",
750,4750,2018-01-28 19:04:13+00:00,9.576907966727823e+17,"Ripple wants XRP to be Bitcoin for banks, if only the banks wanted it ",business,70,750.0,-0.4000000059604645,0.4000000059604645,en,"ORGANIZATION,OTHER",
751,4751,2018-01-28 15:31:36+00:00,9.576372912872038e+17,Week Ahead: USD Higher? Bitcoin To Move Above ? Oil Lower? - analysis week-ahead-200284261 ,Investingcom,91,751.0,0.0,0.3000000119209289,en,"NUMBER,OTHER",/Finance/Investing/Currencies & Foreign Exchange
752,4752,2018-01-28 15:03:43+00:00,9.576302721194762e+17,Bitcoin could split 50 times in 2018 ,business,37,752.0,-0.2000000029802322,0.2000000029802322,en,"NUMBER,DATE,OTHER",
753,4753,2018-01-28 10:01:29+00:00,9.57554214611415e+17,Bitcoin could split 50 times in 2018 ,business,37,753.0,-0.2000000029802322,0.2000000029802322,en,"NUMBER,DATE,OTHER",
754,4754,2018-01-28 09:01:14+00:00,9.57539049400619e+17,A mathematical discovery by computer programmers could be the answer to bitcoin’s power problems ,business,97,754.0,-0.1000000014901161,0.1000000014901161,en,"PERSON,OTHER",
755,4755,2018-01-28 08:06:43+00:00,9.57525330687914e+17,"Ripple wants XRP to be Bitcoin for banks, if only the banks wanted it ",business,70,755.0,-0.4000000059604645,0.4000000059604645,en,"ORGANIZATION,OTHER",
756,4756,2018-01-28 07:20:28+00:00,9.575136919849532e+17,"A ""massive"" Bitcoin correction is possible, UBS Chairman Axel Weber says ",business,73,756.0,-0.1000000014901161,0.1000000014901161,en,"ORGANIZATION,PERSON,OTHER",
757,4757,2018-01-27 20:00:30+00:00,9.573425710591424e+17,"'Nimbus Powerstation', priced at one bitcoin, is aptly ephemeral ",FinancialTimes,65,757.0,0.0,0.0,en,"NUMBER,OTHER",
758,4758,2018-01-27 19:05:00+00:00,9.57328606010794e+17,"Ripple wants XRP to be Bitcoin for banks, if only the banks wanted it ",business,70,758.0,-0.4000000059604645,0.4000000059604645,en,"ORGANIZATION,OTHER",
759,4759,2018-01-27 15:01:53+00:00,9.57267423652139e+17,Bitcoin could split 50 times in 2018 ,business,37,759.0,-0.2000000029802322,0.2000000029802322,en,"NUMBER,DATE,OTHER",
760,4760,2018-01-27 10:02:35+00:00,9.571921037250314e+17,A mathematical discovery by computer programmers could be the answer to bitcoin’s power problems ,business,97,760.0,-0.1000000014901161,0.1000000014901161,en,"PERSON,OTHER",
761,4761,2018-01-27 08:31:24+00:00,9.571691550730772e+17,"A ""massive"" Bitcoin correction is possible, UBS Chairman Axel Weber says ",business,73,761.0,-0.1000000014901161,0.1000000014901161,en,"ORGANIZATION,PERSON,OTHER",
762,4762,2018-01-27 08:06:33+00:00,9.571629017643008e+17,"Ripple wants XRP to be Bitcoin for banks, if only the banks wanted it ",business,70,762.0,-0.4000000059604645,0.4000000059604645,en,"ORGANIZATION,OTHER",
763,4763,2018-01-27 04:45:22+00:00,9.571122696321472e+17,Bitcoin could split 50 times in 2018 ,business,37,763.0,-0.2000000029802322,0.2000000029802322,en,"NUMBER,DATE,OTHER",
764,4764,2018-01-27 04:31:05+00:00,9.571086752939663e+17,"The World Economic Forum is clear on bitcoin: It's an interesting investment, but please don't call it a currency. ",CNN,115,764.0,-0.2000000029802322,0.2000000029802322,en,"ORGANIZATION,OTHER",/Finance/Investing/Currencies & Foreign Exchange
765,4765,2018-01-26 23:40:05+00:00,9.570354458204938e+17,The shift in hedge-fund sentiment came as the price of bitcoin slumped ,WSJ,71,765.0,-0.6000000238418579,0.6000000238418579,en,"OTHER,EVENT",
766,4766,2018-01-26 22:10:04+00:00,9.570127910592388e+17,"""With Bitcoin, you know exactly how much you invest, how much you stand to lose, how much you own. Going into this — my hard-won, full-bodied love — I only knew that I had everything to gain."" ",nytimes,193,766.0,0.4000000059604645,0.8999999761581421,en,OTHER,/Finance/Investing/Currencies & Foreign Exchange
767,4767,2018-01-26 16:05:28+00:00,9.569210378070836e+17,"Starbucks Chairman Howard Schultz says he's big on cryptocurrency, just maybe not Bitcoin ",business,90,767.0,-0.3000000119209289,0.3000000119209289,en,"PERSON,ORGANIZATION,OTHER",
768,4768,2018-01-26 14:31:05+00:00,9.568972823681966e+17,"The World Economic Forum is clear on bitcoin: It's an interesting investment, but please don't call it a currency. ",CNN,115,768.0,-0.2000000029802322,0.2000000029802322,en,"ORGANIZATION,OTHER",/Finance/Investing/Currencies & Foreign Exchange
769,4769,2018-01-26 11:03:06+00:00,9.56844943565316e+17,Cryptocurrencies slump after one of Japan's biggest Bitcoin exchanges halts withdrawals ,business,88,769.0,-0.5,0.5,en,"ORGANIZATION,OTHER,NUMBER,LOCATION,EVENT",
770,4770,2018-01-26 08:57:35+00:00,9.568133561990226e+17,Cryptocurrencies slump after one of Japan's biggest Bitcoin exchanges halts withdrawals ,business,88,770.0,-0.5,0.5,en,"ORGANIZATION,OTHER,NUMBER,LOCATION,EVENT",
771,4771,2018-01-26 07:01:18+00:00,9.567840934879192e+17,"Bank bans ""not surprising"" given Bitcoin risks, Sweden says ",business,60,771.0,-0.699999988079071,0.699999988079071,en,"ORGANIZATION,OTHER,LOCATION",
772,4772,2018-01-26 01:39:34+00:00,9.567031269035008e+17,Robinhood’s fine print on free bitcoin trades is a real buzzkill ,business,65,772.0,0.1000000014901161,0.1000000014901161,en,"PERSON,OTHER",
773,4773,2018-01-25 23:30:02+00:00,9.566705279340256e+17,"Bank of America, Citigroup are reviewing policies that allow bitcoin buys on credit cards ",WSJ,90,773.0,-0.2000000029802322,0.2000000029802322,en,"ORGANIZATION,OTHER",
774,4774,2018-01-25 22:43:08+00:00,9.56658723539378e+17,Bitcoin is standing strong in the face of the latest round of scrutiny from global leaders in Davos ,business,100,774.0,0.2000000029802322,0.2000000029802322,en,"PERSON,OTHER,LOCATION,EVENT",
775,4775,2018-01-25 22:17:31+00:00,9.566522787017892e+17,"Bank bans ""not surprising"" given Bitcoin risks, Sweden says ",business,60,775.0,-0.699999988079071,0.699999988079071,en,"ORGANIZATION,OTHER,LOCATION",
776,4776,2018-01-25 21:26:30+00:00,9.5663943802053e+17,Robinhood’s fine print on free bitcoin trades is a real buzzkill ,business,65,776.0,0.1000000014901161,0.1000000014901161,en,"PERSON,OTHER",
777,4777,2018-01-25 20:04:59+00:00,9.566189268043407e+17,"BitGo Inc., a closely held crypto-security firm, agreed to buy Bitcoin custodian Kingdom Trust ",business,95,777.0,0.2000000029802322,0.2000000029802322,en,"ORGANIZATION,PERSON,OTHER",
778,4778,2018-01-25 19:22:00+00:00,9.56608106129232e+17,"'We don’t want to be responsible if someone buys bitcoin and it drops 50% the next day,' says Discover's CEO ",WSJ,109,778.0,-0.699999988079071,0.699999988079071,en,"ORGANIZATION,PERSON,NUMBER,OTHER",/Finance/Investing/Currencies & Foreign Exchange
779,4779,2018-01-25 17:23:07+00:00,9.565781914889748e+17,Bitcoin's about to get easier for Wall Street pros to trade ,business,60,779.0,0.3000000119209289,0.3000000119209289,en,"PERSON,OTHER",
780,4780,2018-01-25 16:37:09+00:00,9.565666206584216e+17,Would you buy bitcoin with a credit card? Here’s why you may not have the chance for long ,WSJ,90,780.0,-0.2000000029802322,0.5,en,OTHER,/Finance/Investing/Currencies & Foreign Exchange
781,4781,2018-01-25 15:31:27+00:00,9.565500900547788e+17,The global elite think technology is among the biggest risks facing the planet - and Theresa May wants greater scrutiny of cryptocurrencies such as Bitcoin ,business,156,781.0,-0.4000000059604645,0.4000000059604645,en,"PERSON,OTHER,LOCATION",/Finance/Investing/Currencies & Foreign Exchange
782,4782,2018-01-25 15:29:27+00:00,9.565495829384274e+17,Theresa May calls for greater scrutiny of cryptocurrencies such as Bitcoin ,business,75,782.0,0.0,0.0,en,"PERSON,OTHER",
783,4783,2018-01-25 14:27:10+00:00,9.565339125489048e+17,Central bank in Africa's top Bitcoin market warns investing in the cryptocurrency is a “gamble” ,business,96,783.0,-0.4000000059604645,0.4000000059604645,en,"ORGANIZATION,OTHER,LOCATION",
784,4784,2018-01-25 13:19:38+00:00,9.565169171912992e+17,Five Reasons Bitcoin Won't Survive - ,Investingcom,37,784.0,-0.699999988079071,0.699999988079071,en,"NUMBER,OTHER",
785,4785,2018-01-25 12:53:45+00:00,9.565104017930609e+17,"Though Bitcoin is the most prominent face of the crypto phenomenon, ICOs exploded in 2017, raising a total of close to billion in funding. - ",Investingcom,141,785.0,-0.1000000014901161,0.3000000119209289,en,"NUMBER,ORGANIZATION,DATE,OTHER",/Finance/Investing/Currencies & Foreign Exchange
786,4786,2018-01-25 12:48:16+00:00,9.565090229868872e+17,"Ripple wants XRP to be Bitcoin for banks, if only the banks wanted it ",business,70,786.0,-0.4000000059604645,0.4000000059604645,en,"ORGANIZATION,OTHER",
787,4787,2018-01-25 11:21:53+00:00,9.564872833430692e+17,Theresa May calls for greater scrutiny of cryptocurrencies such as Bitcoin ,business,75,787.0,0.0,0.0,en,"PERSON,OTHER",
788,4788,2018-01-25 10:37:47+00:00,9.564761831301324e+17,"LATEST: We should be looking ""very seriously"" at Bitcoin, Theresa May says ",business,75,788.0,-0.3000000119209289,0.3000000119209289,en,"PERSON,OTHER",
789,4789,2018-01-25 05:47:12+00:00,9.564030580527064e+17,How do you peg a value on Bitcoin? This analyst has a formula ,business,62,789.0,-0.1000000014901161,0.3000000119209289,en,"PERSON,OTHER",
790,4790,2018-01-25 01:33:36+00:00,9.563392344570592e+17,"Bitcoin should be regulated, JPMorgan's Jacob Frenkel says ",business,59,790.0,-0.4000000059604645,0.4000000059604645,en,"ORGANIZATION,OTHER,PERSON",
791,4791,2018-01-25 01:32:47+00:00,9.563390309998264e+17,Discover CEO says there's a reason cardholders can't buy Bitcoin ,business,65,791.0,-0.699999988079071,0.699999988079071,en,"PERSON,CONSUMER_GOOD",
792,4792,2018-01-24 23:25:37+00:00,9.56307027894022e+17,"A ""massive"" Bitcoin correction is possible, UBS Chairman Axel Weber says ",business,73,792.0,-0.1000000014901161,0.1000000014901161,en,"ORGANIZATION,PERSON,OTHER",
793,4793,2018-01-24 23:01:25+00:00,9.56300937244631e+17,"Blockchain is ""bigger than bitcoin,"" says firm behind tech ETF ",business,63,793.0,-0.3000000119209289,0.3000000119209289,en,"ORGANIZATION,OTHER",
794,4794,2018-01-24 21:10:15+00:00,9.56272960976892e+17,"After bitcoin helped fuel a stellar year for hedge funds dedicated to cryptocurrency investing, some say it’s time for a break ",WSJ,127,794.0,0.4000000059604645,0.4000000059604645,en,"PERSON,OTHER,EVENT",/Finance/Investing/Currencies & Foreign Exchange
795,4795,2018-01-24 17:58:41+00:00,9.562247517432628e+17,A look at who owns Bitcoin and why ,business,35,795.0,-0.2000000029802322,0.2000000029802322,en,OTHER,
796,4796,2018-01-24 16:29:25+00:00,9.5620228949624e+17,"Today on Snapchat: We bought a pizza with bitcoin. Don't try this at home. Plus, renters say they love the gym, but do they really? ",WSJ,132,796.0,-0.1000000014901161,0.5,en,"PERSON,OTHER,CONSUMER_GOOD,LOCATION",
797,4797,2018-01-24 14:59:24+00:00,9.56179636370645e+17,"A ""massive"" Bitcoin correction is possible, UBS Chairman Axel Weber says ",business,73,797.0,-0.1000000014901161,0.1000000014901161,en,"ORGANIZATION,PERSON,OTHER",
798,4798,2018-01-24 14:57:56+00:00,9.561792637235936e+17,Nasdaq CEO says the exchange is ‘still evaluating’ Bitcoin futures ,business,67,798.0,-0.3000000119209289,0.3000000119209289,en,"PERSON,ORGANIZATION,OTHER",
799,4799,2018-01-24 14:45:37+00:00,9.56176166666125e+17,"Bitcoin should be regulated, JPMorgan's Jacob Frenkel says ",business,59,799.0,-0.4000000059604645,0.4000000059604645,en,"ORGANIZATION,OTHER,PERSON",
800,4800,2018-01-24 14:35:27+00:00,9.561736071131956e+17,Opening Bell: Dollar At 3-Year Low; Bitcoin Struggles; Stocks Stall - ,Investingcom,70,800.0,0.0,0.0,en,"NUMBER,WORK_OF_ART,OTHER,LOCATION",
801,4801,2018-01-24 10:43:06+00:00,9.56115136271364e+17,"Bitcoin should be regulated, JPMorgan's Jacob Frenkel says ",business,59,801.0,-0.4000000059604645,0.4000000059604645,en,"ORGANIZATION,OTHER,PERSON",
802,4802,2018-01-24 10:22:14+00:00,9.561098831910296e+17,A major payments firm will no longer accept bitcoin ,CNN,52,802.0,-0.6000000238418579,0.6000000238418579,en,"ORGANIZATION,OTHER",
803,4803,2018-01-24 09:12:48+00:00,9.560924101230552e+17,"UBS won't trade Bitcoin or offer it to retail clients, Axel Weber says ",business,71,803.0,-0.699999988079071,0.699999988079071,en,"ORGANIZATION,OTHER,PERSON",
804,4804,2018-01-24 08:51:55+00:00,9.560871525044346e+17,Bitcoin: Look Out Below! The next few days for Bitcoin investors are likely to be traumatic and seminal. - ,Investingcom,107,804.0,-0.2000000029802322,1.2000000476837158,en,"PERSON,OTHER",/Finance/Investing/Currencies & Foreign Exchange
